"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"552_at","Rho GTPase activating protein 1","ARHGAP1","392","","","","Human CDC42 GTPase-activating protein mRNA, partial cds",450780,"U02570",NA,NA,"","11p11.2","Chromosome 11, NC_000011.10 (46677075..46700665, complement)","GTPase activator activity///GTPase activator activity///SH3 domain binding///SH3/SH2 adaptor activity///cadherin binding involved in cell-cell adhesion///protein binding","Rho protein signal transduction///cell-cell adhesion///positive regulation of GTPase activity///positive regulation of signal transduction///regulation of small GTPase mediated signal transduction///small GTPase mediated signal transduction","cell-cell adherens junction///cytoplasm///cytoplasm///cytosol///extracellular exosome///perinuclear region of cytoplasm","GO:0005096///GO:0005096///GO:0017124///GO:0005070///GO:0098641///GO:0005515","GO:0007266///GO:0098609///GO:0043547///GO:0009967///GO:0051056///GO:0007264","GO:0005913///GO:0005737///GO:0005737///GO:0005829///GO:0070062///GO:0048471",-1.67756866179824,7.82780541615969,-4.7558152739634,0.00108541379418076,0.0245941442918086,-0.62897053511435
"33963_at","azurocidin 1","AZU1","566","","","","Human azurocidin gene, complete cds",179301,"M96326",NA,NA,"","19p13.3","Chromosome 19, NC_000019.10 (827826..832018)","heparan sulfate proteoglycan binding///heparin binding///peptidase activity///protein binding///serine-type endopeptidase activity///toxic substance binding","antimicrobial humoral response///calcium-mediated signaling using intracellular calcium source///cell chemotaxis///cellular extravasation///defense response to Gram-negative bacterium///defense response to virus///glial cell migration///induction of positive chemotaxis///inflammatory response///macrophage chemotaxis///microglial cell activation///monocyte activation///negative regulation of apoptotic process///neutrophil mediated killing of bacterium///positive regulation of MHC class II biosynthetic process///positive regulation of cell adhesion///positive regulation of fractalkine biosynthetic process///positive regulation of gene expression///positive regulation of interleukin-1 beta biosynthetic process///positive regulation of peptidyl-threonine phosphorylation///positive regulation of phagocytosis///positive regulation of protein kinase activity///positive regulation of tumor necrosis factor biosynthetic process///protein kinase C signaling///protein kinase C-activating G-protein coupled receptor signaling pathway///protein processing///proteolysis///regulation of vascular permeability","azurophil granule///azurophil granule membrane///extracellular exosome///extracellular region///extracellular space///extrinsic component of membrane","GO:0043395///GO:0008201///GO:0008233///GO:0005515///GO:0004252///GO:0015643","GO:0019730///GO:0035584///GO:0060326///GO:0045123///GO:0050829///GO:0051607///GO:0008347///GO:0050930///GO:0006954///GO:0048246///GO:0001774///GO:0042117///GO:0043066///GO:0070944///GO:0045348///GO:0045785///GO:0050754///GO:0010628///GO:0050725///GO:0010800///GO:0050766///GO:0045860///GO:0042535///GO:0070528///GO:0007205///GO:0016485///GO:0006508///GO:0043114","GO:0042582///GO:0035577///GO:0070062///GO:0005576///GO:0005615///GO:0019898",-2.29776675342768,5.20813554250602,-4.75403108850014,0.0010880961569348,0.0245941442918086,-0.631488577557869
"39209_r_at","pro-platelet basic protein","PPBP","5473","","","","Human connective tissue activation peptide III mRNA, complete cds",181175,"M54995",NA,NA,"","4q12-q13","Chromosome 4, NC_000004.12 (73986439..73988190, complement)","CXCR chemokine receptor binding///chemokine activity///glucose transmembrane transporter activity///growth factor activity","G-protein coupled receptor signaling pathway///chemokine-mediated signaling pathway///defense response to bacterium///glucose transmembrane transport///glucose transport///immune response///inflammatory response///leukocyte migration involved in inflammatory response///neutrophil chemotaxis///neutrophil degranulation///platelet degranulation///positive regulation of cell division///positive regulation of leukocyte chemotaxis///regulation of cell proliferation///response to lipopolysaccharide","extracellular region///extracellular space///platelet alpha granule lumen","GO:0045236///GO:0008009///GO:0005355///GO:0008083","GO:0007186///GO:0070098///GO:0042742///GO:1904659///GO:0015758///GO:0006955///GO:0006954///GO:0002523///GO:0030593///GO:0043312///GO:0002576///GO:0051781///GO:0002690///GO:0042127///GO:0032496","GO:0005576///GO:0005615///GO:0031093",-3.84637811224716,3.35110274078007,-4.75303483630502,0.00108959703558749,0.0245941442918086,-0.632894810799163
"36697_g_at","phosphatidylinositol glycan anchor biosynthesis class C pseudogene 1","PIGCP1","5280","","","","Homo sapiens PIGCP1 pseudogene",2547040,"AB000359",NA,NA,"","11p13","Chromosome 11, NC_000011.10 (33075086..33076718, complement)","","","","","","",-1.54491778193006,3.3181393763327,-4.75239931922289,0.00109055562156121,0.0245941442918086,-0.633791936807207
"35008_at","period circadian clock 2","PER2","8864","","","","Homo sapiens KIAA0347 mRNA for KIAA0347 protein",6683644,"AB002345",NA,NA,"","2q37.3","Chromosome 2, NC_000002.12 (238244038..238290102, complement)","protein binding///transcription coactivator activity///transcription factor activity, transcription factor binding///transcription regulatory region sequence-specific DNA binding///ubiquitin binding","circadian regulation of gene expression///circadian regulation of translation///circadian rhythm///fatty acid metabolic process///gluconeogenesis///glycogen biosynthetic process///histone H3 deacetylation///lactate biosynthetic process///negative regulation of circadian rhythm///negative regulation of fat cell proliferation///negative regulation of protein ubiquitination///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription regulatory region DNA binding///negative regulation of transcription, DNA-templated///regulation of cell cycle///regulation of circadian rhythm///regulation of glutamate uptake involved in transmission of nerve impulse///regulation of insulin secretion///regulation of neurogenesis///regulation of vasoconstriction///response to ischemia///transcription, DNA-templated///white fat cell differentiation","cytoplasm///nucleolus///nucleoplasm///nucleus///nucleus///perinuclear region of cytoplasm","GO:0005515///GO:0003713///GO:0000989///GO:0000976///GO:0043130","GO:0032922///GO:0097167///GO:0007623///GO:0006631///GO:0006094///GO:0005978///GO:0070932///GO:0019249///GO:0042754///GO:0070345///GO:0031397///GO:0000122///GO:2000678///GO:0045892///GO:0051726///GO:0042752///GO:0051946///GO:0050796///GO:0050767///GO:0019229///GO:0002931///GO:0006351///GO:0050872","GO:0005737///GO:0005730///GO:0005654///GO:0005634///GO:0005634///GO:0048471",1.79483167137079,6.12373557707793,4.75100421722193,0.00109266311609059,0.0245941442918086,-0.635761544116892
"38876_at","ankyrin repeat and SOCS box containing 9","ASB9","140462","","","","Homo sapiens mRNA; cDNA DKFZp564L0862 (from clone DKFZp564L0862); complete cds",30268171,"AL080091",NA,NA,"","Xp22.2","Chromosome X, NC_000023.11 (15243987..15270476, complement)","protein binding","intracellular signal transduction///positive regulation of protein catabolic process///protein ubiquitination///protein ubiquitination","mitochondrion","GO:0005515","GO:0035556///GO:0045732///GO:0016567///GO:0016567","GO:0005739",1.6021082976242,4.13145866559638,4.75087626194847,0.00109285662952116,0.0245941442918086,-0.635942206390808
"39130_at","VPS39, HOPS complex subunit","VPS39","23339","","","","Homo sapiens KIAA0770 mRNA for KIAA0770 protein",20521649,"AB018313",NA,NA,"","15q15.1","Chromosome 15, NC_000015.10 (42158701..42208331, complement)","","autophagy///endosomal vesicle fusion///endosome to lysosome transport///intracellular protein transport///late endosome to lysosome transport///retrograde transport, endosome to plasma membrane///vacuole fusion","AP-3 adaptor complex///HOPS complex///late endosome membrane///lysosomal membrane","","GO:0006914///GO:0034058///GO:0008333///GO:0006886///GO:1902774///GO:1990126///GO:0097576","GO:0030123///GO:0030897///GO:0031902///GO:0005765",-1.28945236017357,7.56342250486384,-4.74398690641586,0.00110333040294166,0.0247297594611377,-0.645673079698487
"41576_at","","","","","","","yy19c06.s1 Soares melanocyte 2NbHM Homo sapiens cDNA clone IMAGE:271690 3-, mRNA sequence",1156224,"N35082",NA,NA,"","","","","","","","","",2.54581404946404,4.46634828437742,4.74396531536418,0.00110336339673844,0.0247297594611377,-0.645703587322247
"547_s_at","nuclear receptor subfamily 4 group A member 2","NR4A2","4929","","","","TINUR= NGFI-B/nur77 beta-type transcription factor homolog [human, T lymphoid cell line, PEER, mRNA, 2469 nt]",913966,"S77154",NA,NA,"","2q22-q23","Chromosome 2, NC_000002.12 (156324432..156334683, complement)","DNA binding///RNA polymerase II core promoter sequence-specific DNA binding///RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding///beta-catenin binding///glucocorticoid receptor binding///protein binding///protein heterodimerization activity///protein heterodimerization activity///protein homodimerization activity///retinoid X receptor binding///steroid hormone receptor activity///transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding///zinc ion binding","adult locomotory behavior///canonical Wnt signaling pathway///cellular response to corticotropin-releasing hormone stimulus///cellular response to extracellular stimulus///cellular response to oxidative stress///central nervous system projection neuron axonogenesis///dopamine biosynthetic process///dopaminergic neuron differentiation///fat cell differentiation///general adaptation syndrome///habenula development///intracellular receptor signaling pathway///midbrain dopaminergic neuron differentiation///negative regulation of apoptotic signaling pathway///negative regulation of neuron apoptotic process///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription from RNA polymerase II promoter///neuron maturation///neuron migration///positive regulation of catalytic activity///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///post-embryonic development///regulation of dopamine metabolic process///regulation of respiratory gaseous exchange///response to amphetamine///response to hypoxia///signal transduction///steroid hormone mediated signaling pathway///transcription initiation from RNA polymerase II promoter///transcription, DNA-templated","cytoplasm///nucleoplasm///nucleoplasm///nucleus///nucleus","GO:0003677///GO:0000979///GO:0004879///GO:0008013///GO:0035259///GO:0005515///GO:0046982///GO:0046982///GO:0042803///GO:0046965///GO:0003707///GO:0001077///GO:0008270","GO:0008344///GO:0060070///GO:0071376///GO:0031668///GO:0034599///GO:0021952///GO:0042416///GO:0071542///GO:0045444///GO:0051866///GO:0021986///GO:0030522///GO:1904948///GO:2001234///GO:0043524///GO:0000122///GO:0000122///GO:0042551///GO:0001764///GO:0043085///GO:0045944///GO:0045944///GO:0009791///GO:0042053///GO:0043576///GO:0001975///GO:0001666///GO:0007165///GO:0043401///GO:0006367///GO:0006351","GO:0005737///GO:0005654///GO:0005654///GO:0005634///GO:0005634",5.78188718451453,7.29328669451956,4.74305257043124,0.0011047591553332,0.0247297594611377,-0.646993338171072
"287_at","activating transcription factor 3","ATF3","467","","","","Human activating transcription factor 3 (ATF3) mRNA, complete cds",442421,"L19871",NA,NA,"","1q32.3","Chromosome 1, NC_000001.11 (212565334..212620777)","RNA polymerase II core promoter proximal region sequence-specific DNA binding///RNA polymerase II regulatory region sequence-specific DNA binding///identical protein binding///protein binding///protein heterodimerization activity///protein homodimerization activity///transcription corepressor activity///transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding///transcription factor activity, sequence-specific DNA binding///transcription regulatory region DNA binding///transcription regulatory region sequence-specific DNA binding///transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding///transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding","PERK-mediated unfolded protein response///cellular response to amino acid starvation///gluconeogenesis///negative regulation of ERK1 and ERK2 cascade///negative regulation of transcription from RNA polymerase II promoter///positive regulation of TRAIL-activated apoptotic signaling pathway///positive regulation of cell proliferation///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress///regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance///skeletal muscle cell differentiation///transcription from RNA polymerase II promoter","CHOP-ATF3 complex///nucleolus///nucleoplasm///nucleus","GO:0000978///GO:0000977///GO:0042802///GO:0005515///GO:0046982///GO:0042803///GO:0003714///GO:0000982///GO:0003700///GO:0044212///GO:0000976///GO:0001228///GO:0001078","GO:0036499///GO:0034198///GO:0006094///GO:0070373///GO:0000122///GO:1903984///GO:0008284///GO:0045944///GO:1990440///GO:0061394///GO:0035914///GO:0006366","GO:1990622///GO:0005730///GO:0005654///GO:0005634",2.93911016786572,9.2100582327032,4.74081348584237,0.00110819118925068,0.0247626792288316,-0.650157804221359
